2025-12-07 13:15:42 | INFO | config:create_directories:112 | 目录结构初始化完成
2025-12-07 14:41:01 | INFO | html2jpg:split_image:425 | 图片切分完成: 3 个片段，保存至 D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\segmented\segments
2025-12-07 14:41:01 | SUCCESS | run:process_single_markdown_to_images:184 | 图片生成完成: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\embedding模型和reranker模型的损失函数有什么区别？.md
2025-12-07 14:41:01 | INFO | run:process_single_markdown_to_images:185 | 输出目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630
2025-12-07 14:41:03 | INFO | html2jpg:close:498 | ChromeDriver已关闭
2025-12-07 14:41:03 | INFO | run:process_single_markdown_to_images:145 | 从文件路径推断任务目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632
2025-12-07 14:41:03 | INFO | run:process_single_markdown_to_images:161 | 处理Markdown文件到图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\医学人工智能实验室6篇论文被NeurIPS 2025录用.md
2025-12-07 14:41:03 | SUCCESS | md2html:convert_md_to_html:378 | Markdown转HTML成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\医学人工智能实验室6篇论文被NeurIPS 2025录用.md -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\html\医学人工智能实验室6篇论文被NeurIPS 2025录用.html
2025-12-07 14:41:06 | INFO | html2jpg:_init_driver:37 | ChromeDriver初始化成功
2025-12-07 14:41:06 | INFO | html2jpg:html_to_long_image:57 | 加载HTML文件: file://D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\html\医学人工智能实验室6篇论文被NeurIPS 2025录用.html
2025-12-07 14:41:10 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=7540.046875
2025-12-07 14:41:10 | INFO | html2jpg:html_to_long_image:72 | 计算后页面尺寸: 1169 x 7540.046875
2025-12-07 14:41:12 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=7155
2025-12-07 14:41:14 | INFO | html2jpg:html_to_long_image:122 | 长图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\long_image.png, 尺寸: (1084, 7108)
2025-12-07 14:41:15 | INFO | html2jpg:process_html:473 | 水印图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\watermarked_image.png
2025-12-07 14:41:15 | INFO | html2jpg:split_image:425 | 图片切分完成: 6 个片段，保存至 D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\segments
2025-12-07 14:41:15 | SUCCESS | run:process_single_markdown_to_images:184 | 图片生成完成: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\医学人工智能实验室6篇论文被NeurIPS 2025录用.md
2025-12-07 14:41:15 | INFO | run:process_single_markdown_to_images:185 | 输出目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632
2025-12-07 14:41:17 | INFO | html2jpg:close:498 | ChromeDriver已关闭
2025-12-07 14:41:17 | INFO | run:process_single_markdown_to_images:145 | 从文件路径推断任务目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637
2025-12-07 14:41:17 | INFO | run:process_single_markdown_to_images:161 | 处理Markdown文件到图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.md
2025-12-07 14:41:17 | SUCCESS | md2html:convert_md_to_html:378 | Markdown转HTML成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.md -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.html
2025-12-07 14:41:27 | INFO | html2jpg:_init_driver:37 | ChromeDriver初始化成功
2025-12-07 14:41:27 | INFO | html2jpg:html_to_long_image:57 | 加载HTML文件: file://D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.html
2025-12-07 14:41:30 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=1409
2025-12-07 14:41:30 | INFO | html2jpg:html_to_long_image:72 | 计算后页面尺寸: 1169 x 1409
2025-12-07 14:41:32 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=1139
2025-12-07 14:41:35 | INFO | html2jpg:html_to_long_image:122 | 长图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\segmented\long_image.png, 尺寸: (1084, 1092)
2025-12-07 14:41:35 | INFO | html2jpg:process_html:473 | 水印图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\segmented\watermarked_image.png
2025-12-07 14:41:35 | INFO | html2jpg:split_image:425 | 图片切分完成: 1 个片段，保存至 D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\segmented\segments
2025-12-07 14:41:35 | SUCCESS | run:process_single_markdown_to_images:184 | 图片生成完成: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.md
2025-12-07 14:41:35 | INFO | run:process_single_markdown_to_images:185 | 输出目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637
2025-12-07 14:41:37 | INFO | html2jpg:close:498 | ChromeDriver已关闭
2025-12-07 14:46:59 | INFO | config:create_directories:112 | 目录结构初始化完成
2025-12-07 14:46:59 | INFO | run:process_folder_to_images:273 | 在文件夹中找到 3 个Markdown文件: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output
2025-12-07 14:46:59 | INFO | run:process_single_markdown_to_images:145 | 从文件路径推断任务目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630
2025-12-07 14:46:59 | INFO | run:process_single_markdown_to_images:161 | 处理Markdown文件到图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\embedding模型和reranker模型的损失函数有什么区别？.md
2025-12-07 14:47:00 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\images\dd6aede102a627e57fc14e4991a6fb37.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\images\embedding模型和reranker模型的损失函数有什么区别？_dd6aede102a627e57fc14e4991a6fb37.jpg
2025-12-07 14:47:00 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\images\f66a66f63b4b031b31b746644d3b4729.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\images\embedding模型和reranker模型的损失函数有什么区别？_f66a66f63b4b031b31b746644d3b4729.jpg
2025-12-07 14:47:00 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\images\94c9c3f7003b1fe97b5e5ad8b6750139.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\images\embedding模型和reranker模型的损失函数有什么区别？_94c9c3f7003b1fe97b5e5ad8b6750139.jpg
2025-12-07 14:47:00 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\images\b00e0a963b5b81434efcef5e21f34809.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\images\embedding模型和reranker模型的损失函数有什么区别？_b00e0a963b5b81434efcef5e21f34809.jpg
2025-12-07 14:47:00 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\images\262224e08bdb550b202bd37a6eafbe08.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\images\embedding模型和reranker模型的损失函数有什么区别？_262224e08bdb550b202bd37a6eafbe08.jpg
2025-12-07 14:47:00 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\images\8b026c8a3457ab894e08d4fa0af6848d.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\images\embedding模型和reranker模型的损失函数有什么区别？_8b026c8a3457ab894e08d4fa0af6848d.jpg
2025-12-07 14:47:00 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\images\b5d03bddbf0556395621280c3a8d518f.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\images\embedding模型和reranker模型的损失函数有什么区别？_b5d03bddbf0556395621280c3a8d518f.jpg
2025-12-07 14:47:00 | SUCCESS | md2html:convert_md_to_html:432 | Markdown转HTML成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\embedding模型和reranker模型的损失函数有什么区别？.md -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\embedding模型和reranker模型的损失函数有什么区别？.html
2025-12-07 14:47:03 | INFO | html2jpg:_init_driver:37 | ChromeDriver初始化成功
2025-12-07 14:47:03 | INFO | html2jpg:html_to_long_image:57 | 加载HTML文件: file://D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\html\embedding模型和reranker模型的损失函数有什么区别？.html
2025-12-07 14:47:06 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=3295.046875
2025-12-07 14:47:06 | INFO | html2jpg:html_to_long_image:72 | 计算后页面尺寸: 1169 x 3295.046875
2025-12-07 14:47:08 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=3097
2025-12-07 14:47:10 | INFO | html2jpg:html_to_long_image:122 | 长图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\segmented\long_image.png, 尺寸: (1084, 3050)
2025-12-07 14:47:10 | INFO | html2jpg:process_html:473 | 水印图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\segmented\watermarked_image.png
2025-12-07 14:47:10 | INFO | html2jpg:split_image:425 | 图片切分完成: 3 个片段，保存至 D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\segmented\segments
2025-12-07 14:47:10 | SUCCESS | run:process_single_markdown_to_images:184 | 图片生成完成: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630\markdown\embedding模型和reranker模型的损失函数有什么区别？.md
2025-12-07 14:47:10 | INFO | run:process_single_markdown_to_images:185 | 输出目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\embedding模型和reranker模型的损失函数有什么区别？_20251207_125630
2025-12-07 14:47:13 | INFO | html2jpg:close:498 | ChromeDriver已关闭
2025-12-07 14:47:13 | INFO | run:process_single_markdown_to_images:145 | 从文件路径推断任务目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632
2025-12-07 14:47:13 | INFO | run:process_single_markdown_to_images:161 | 处理Markdown文件到图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\医学人工智能实验室6篇论文被NeurIPS 2025录用.md
2025-12-07 14:47:13 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\images\51ba560855b80b2988dad24cf8075106.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\html\images\医学人工智能实验室6篇论文被NeurIPS 2025录用_51ba560855b80b2988dad24cf8075106.jpg
2025-12-07 14:47:13 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\images\f9bd4966be8e324ee37563cad46c7367.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\html\images\医学人工智能实验室6篇论文被NeurIPS 2025录用_f9bd4966be8e324ee37563cad46c7367.jpg
2025-12-07 14:47:13 | WARNING | md2html:convert_md_to_html:403 | 未找到图片: data:image/svg+xml,%3C%3Fxml version='1.0' encoding='UTF-8'%3F%3E%3Csvg width='1px' height='1px' viewBox='0 0 1 1' version='1.1' xmlns='http://www.w3.org/2000/svg' xmlns:xlink='http://www.w3.org/1999/xlink'%3E%3Ctitle%3E%3C/title%3E%3Cg stroke='none' stroke-width='1' fill='none' fill-rule='evenodd' fill-opacity='0'%3E%3Cg transform='translate(-249.000000, -126.000000)' fill='%23FFFFFF'%3E%3Crect x='249' y='126' width='1' height='1'%3E%3C/rect%3E%3C/g%3E%3C/g%3E%3C/svg%3E
2025-12-07 14:47:13 | SUCCESS | md2html:convert_md_to_html:432 | Markdown转HTML成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\医学人工智能实验室6篇论文被NeurIPS 2025录用.md -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\html\医学人工智能实验室6篇论文被NeurIPS 2025录用.html
2025-12-07 14:47:16 | INFO | html2jpg:_init_driver:37 | ChromeDriver初始化成功
2025-12-07 14:47:16 | INFO | html2jpg:html_to_long_image:57 | 加载HTML文件: file://D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\html\医学人工智能实验室6篇论文被NeurIPS 2025录用.html
2025-12-07 14:47:19 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=8400.375
2025-12-07 14:47:19 | INFO | html2jpg:html_to_long_image:72 | 计算后页面尺寸: 1169 x 8400.375
2025-12-07 14:47:21 | DEBUG | html2jpg:_get_accurate_page_height:166 | 高度计算: 最终=8055.078125
2025-12-07 14:47:25 | INFO | html2jpg:html_to_long_image:122 | 长图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\long_image.png, 尺寸: (1084, 8008)
2025-12-07 14:47:25 | INFO | html2jpg:process_html:473 | 水印图片保存成功: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\watermarked_image.png
2025-12-07 14:47:25 | INFO | html2jpg:split_image:425 | 图片切分完成: 7 个片段，保存至 D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\segmented\segments
2025-12-07 14:47:25 | SUCCESS | run:process_single_markdown_to_images:184 | 图片生成完成: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632\markdown\医学人工智能实验室6篇论文被NeurIPS 2025录用.md
2025-12-07 14:47:25 | INFO | run:process_single_markdown_to_images:185 | 输出目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\医学人工智能实验室6篇论文被NeurIPS 2025录用_20251207_125632
2025-12-07 14:47:28 | INFO | html2jpg:close:498 | ChromeDriver已关闭
2025-12-07 14:47:28 | INFO | run:process_single_markdown_to_images:145 | 从文件路径推断任务目录: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637
2025-12-07 14:47:28 | INFO | run:process_single_markdown_to_images:161 | 处理Markdown文件到图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\面试官：模型如何在指令微调过程中构造或筛选高质量数据？.md
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\012a9ceff034e5a778c18cb2c62a2fe7.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_012a9ceff034e5a778c18cb2c62a2fe7.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\e525b74652502465a90b2502589d36b5.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_e525b74652502465a90b2502589d36b5.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\8292026db51ae6139e28b81b12e94a3c.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_8292026db51ae6139e28b81b12e94a3c.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\c12db32b9fba87f0b3af6a216c443047.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_c12db32b9fba87f0b3af6a216c443047.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\bfe25dacc0444420036fa8d5f75838eb.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_bfe25dacc0444420036fa8d5f75838eb.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\2f577fff73c441cfc5f7265be7f7efd0.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_2f577fff73c441cfc5f7265be7f7efd0.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\9cf8822ec680831fdd397d2ba30324c1.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_9cf8822ec680831fdd397d2ba30324c1.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\46177383070c24d4c9214f668f360966.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_46177383070c24d4c9214f668f360966.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\dfca02359e866240f70da0f2cbe2a641.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_dfca02359e866240f70da0f2cbe2a641.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\4c691af9305bca6074ee070f33153610.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_4c691af9305bca6074ee070f33153610.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\58588cd9855045a875fe761eea6313c0.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_58588cd9855045a875fe761eea6313c0.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\74419c944980d900ff1495fcb94bb9af.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_74419c944980d900ff1495fcb94bb9af.jpg
2025-12-07 14:47:28 | INFO | md2html:convert_md_to_html:396 | 复制图片: D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\markdown\images\8108ccc0b06fbcdd8d90171d7d16263c.jpg -> D:\LM-Is-All-You-Need\3、生产力工具篇\html2image_toolkit\data\output\final\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_20251207_125637\html\images\面试官：模型如何在指令微调过程中构造或筛选高质量数据？_8108ccc0b06fbcdd8d90171d7d16263c.jpg
